PRECIPITACAO_TOTAL;PRESSAO_ATMOSFERICA_NIVEL_ESTACAO;PRESSAO_ATMOSFERICA_MAX_HORA_ANT;PRESSAO_ATMOSFERICA_MIN_HORA_ANT;RADIACAO;TEMPERATURA_AR;TEMPERATURA_PONTO_ORVALHO;TEMPERATURA_MAXIMA_HORA_ANT;TEMPERATURA_MINIMA_HORA_ANT;TEMPERATURA_ORVALHO_MAX_HORA_ANT;TEMPERATURA_ORVALHO_MIN_HORA_ANT;UMIDADE_REL_MAX_HORA_ANT;UMIDADE_REL_MIN_HORA_ANT;UMIDADE_RELATIVA_AR_HORARIA;VENTO_DIRECAO_HORARIA;VENTO_RAJADA_MAXIMA;VENTO_VELOCIDADE_HORARIA;DATA_HORA
0.0;932.3;933.4;932.3;2872.8;33.1;19.6;33.2;30.5;21.4;16.8;55;39;45;275;3.2;1.3;1711814400.0
0.0;931.2;932.3;931.2;2340.2;32.5;19.0;33.8;31.1;21.2;17.6;53;39;45;220;3.0;0.9;1711818000.0
1.2;931.1;931.2;930.7;1776.0;24.0;18.1;33.9;24.0;21.3;17.7;73;41;70;169;13.4;5.1;1711821600.0
9.2;932.8;932.8;931.0;133.8;21.7;19.4;24.1;21.2;19.9;17.2;88;66;87;80;11.1;0.9;1711825200.0
8.2;931.2;933.1;931.2;23.9;21.8;20.5;21.8;20.8;20.5;19.0;92;87;92;100;2.7;1.2;1711828800.0
0.2;931.0;931.3;930.9;27.1;21.7;20.5;21.9;21.6;20.5;20.2;92;92;92;211;2.9;0.1;1711832400.0
0.0;933.5;933.5;933.0;76.2;21.5;20.4;21.6;21.2;20.5;20.1;93;93;93;350;0.8;0.1;1711879200.0
0.0;934.2;934.2;933.5;582.0;23.1;21.8;23.1;21.5;21.9;20.4;93;92;92;149;1.9;0.6;1711882800.0
0.0;934.3;934.4;934.2;1182.1;25.0;21.6;25.0;23.1;22.0;21.2;92;81;82;113;2.4;0.8;1711886400.0
0.0;934.3;934.4;934.3;1749.9;26.3;21.1;26.7;24.9;21.8;20.7;82;71;73;167;3.0;1.3;1711890000.0
0.0;933.8;934.3;933.8;1807.9;28.3;20.8;28.7;26.3;22.4;20.8;76;64;64;109;3.0;0.4;1711893600.0
0.0;933.1;933.8;933.1;1734.0;29.1;20.9;29.4;27.9;22.6;20.3;69;61;61;180;3.7;1.7;1711897200.0
0.0;931.9;933.1;931.9;2820.6;30.5;20.5;31.0;29.0;21.5;19.5;62;53;55;161;4.6;1.8;1711900800.0
0.0;931.1;931.9;931.1;621.3;26.4;21.6;30.8;26.4;21.8;20.1;75;55;75;9;4.6;0.6;1711904400.0
0.0;930.3;931.1;930.3;626.5;27.4;21.3;27.6;26.5;22.7;21.3;78;70;70;187;4.5;1.5;1711908000.0
0.0;929.8;930.4;929.8;596.2;27.7;21.6;27.8;27.2;21.6;20.1;71;64;70;273;3.0;0.0;1711911600.0
0.0;929.7;929.8;929.5;1094.1;29.9;19.6;31.1;27.7;21.6;18.8;69;50;54;97;2.1;1.0;1711915200.0
0.0;929.7;930.1;929.7;77.7;26.4;20.9;29.9;26.4;20.9;19.5;72;54;72;59;2.2;0.0;1711918800.0
0.0;931.5;931.6;931.3;47.4;21.7;20.5;21.7;21.3;20.5;20.1;93;93;93;311;0.0;0.0;1711965600.0
0.0;932.0;932.0;931.5;390.6;23.0;21.6;23.1;21.6;21.7;20.5;93;92;92;221;1.4;0.6;1711969200.0
0.0;932.5;932.5;931.9;948.4;25.3;21.7;25.4;23.0;22.2;21.5;92;80;81;243;1.3;0.3;1711972800.0
0.0;932.7;932.8;932.5;1303.1;27.8;22.8;28.0;25.2;22.8;21.1;82;69;74;278;2.1;0.4;1711976400.0
0.0;932.0;932.8;932.0;2514.2;29.6;21.8;30.1;27.4;22.9;21.1;74;60;63;25;2.9;0.9;1711980000.0
0.0;931.3;932.0;931.3;2385.0;31.5;21.1;31.5;29.7;22.9;19.8;65;52;54;359;3.1;1.2;1711983600.0
0.0;930.7;931.3;930.7;2662.2;31.4;21.0;32.0;30.5;22.0;19.1;58;48;54;335;4.2;0.7;1711987200.0
0.0;929.7;930.7;929.7;2827.4;33.4;20.5;33.4;31.1;21.9;18.5;56;43;47;293;4.3;1.3;1711990800.0
0.0;928.1;929.6;928.1;2519.6;31.4;19.2;33.8;31.4;21.3;17.9;49;41;48;281;5.4;1.0;1711994400.0
0.0;928.3;928.4;927.9;609.6;28.5;19.7;31.9;28.3;20.5;18.5;60;46;59;296;7.2;1.6;1711998000.0
0.0;928.8;928.8;928.3;409.5;27.8;19.9;28.7;27.8;21.1;19.9;65;59;62;285;5.2;0.8;1712001600.0
0.0;929.2;929.3;928.6;162.5;26.0;20.6;27.8;26.0;20.7;19.7;72;61;72;282;3.9;0.2;1712005200.0
0.0;932.9;933.0;932.1;56.7;23.0;21.4;23.0;22.4;21.4;20.8;91;91;91;214;1.3;0.0;1712052000.0
0.0;933.4;933.5;932.9;274.3;23.6;21.4;23.8;23.0;21.7;21.3;91;87;87;338;1.6;0.5;1712055600.0
0.0;933.8;933.9;933.4;570.8;24.2;21.2;24.5;23.6;21.8;20.9;87;82;83;330;3.0;1.4;1712059200.0
0.0;934.0;934.0;933.8;1244.8;25.5;20.7;26.0;24.2;21.6;20.5;84;73;75;309;5.0;1.2;1712062800.0
0.0;933.3;934.0;933.3;1147.6;26.4;20.1;26.6;25.2;21.4;20.1;78;68;68;274;4.4;0.7;1712066400.0
0.0;932.5;933.3;932.5;2665.6;28.8;20.7;29.2;26.4;21.4;19.0;69;57;61;317;3.9;1.4;1712070000.0
0.0;930.7;932.5;930.7;2944.6;29.6;20.5;30.3;28.8;21.6;19.1;63;54;58;355;6.0;2.5;1712073600.0
0.0;929.1;930.6;929.1;1997.8;29.5;20.2;29.9;28.7;21.8;19.8;65;56;58;319;4.9;1.4;1712077200.0
0.0;928.7;929.1;928.7;1854.4;28.9;20.4;29.9;28.9;21.8;20.0;64;57;60;312;4.9;1.4;1712080800.0
0.0;928.7;928.7;928.2;1819.6;30.2;19.8;30.4;28.7;22.1;19.8;64;53;54;314;5.6;1.1;1712084400.0
0.0;929.0;929.1;928.6;681.0;27.9;20.6;30.3;27.9;20.8;19.4;64;53;64;309;4.0;1.1;1712088000.0
0.0;929.7;929.7;928.9;174.7;25.2;19.9;28.0;25.2;21.3;19.7;72;63;72;114;6.7;3.1;1712091600.0
0.0;931.2;931.2;930.6;67.5;21.4;19.9;21.4;20.6;19.9;19.3;92;92;92;126;2.0;0.8;1712138400.0
0.0;931.9;931.9;931.2;413.7;25.1;20.2;25.3;21.4;21.1;19.9;92;74;74;120;2.0;0.8;1712142000.0
0.0;932.5;932.5;931.9;1769.7;27.8;20.1;28.0;24.7;20.8;19.5;75;62;63;104;2.9;0.9;1712145600.0
0.0;932.7;932.9;932.5;2523.0;28.5;20.2;29.7;27.7;21.2;19.4;65;56;61;168;2.9;1.0;1712149200.0
0.0;932.4;932.7;932.4;2246.2;30.2;19.7;30.2;27.5;21.1;18.7;65;54;54;144;4.0;1.9;1712152800.0
0.0;931.7;932.4;931.7;3229.5;29.9;19.2;30.7;29.4;21.0;18.8;58;51;53;84;4.7;2.0;1712156400.0
0.0;930.6;931.7;930.6;2289.0;30.2;20.9;31.6;29.6;21.0;18.9;58;49;58;193;4.5;1.6;1712160000.0
0.0;930.0;930.6;930.0;1825.6;29.4;19.4;32.4;29.4;21.3;18.7;58;47;55;164;7.8;2.8;1712163600.0
0.0;929.5;930.0;929.5;981.6;28.5;21.8;28.5;25.7;21.8;19.1;74;60;67;140;8.7;1.1;1712167200.0
0.0;929.5;929.6;929.1;724.0;26.4;21.0;28.6;26.4;21.4;20.2;73;61;72;68;5.0;2.0;1712170800.0
0.0;929.8;929.9;929.3;175.5;25.3;20.8;26.4;25.2;21.1;19.9;76;70;76;348;5.0;0.8;1712174400.0
0.0;930.6;930.7;929.8;16.0;24.5;20.5;25.5;24.5;21.3;20.4;79;74;78;255;4.1;0.7;1712178000.0
0.0;932.9;932.9;932.3;59.5;22.0;20.5;22.1;21.7;20.5;20.1;91;90;91;200;1.3;0.0;1712224800.0
0.0;933.4;933.4;932.9;307.6;23.1;20.6;23.2;21.9;21.1;20.3;91;86;86;199;1.2;0.6;1712228400.0
0.0;934.1;934.1;933.4;511.7;24.4;21.4;24.6;23.1;21.7;20.0;86;79;83;238;1.5;0.0;1712232000.0
0.0;934.0;934.1;933.9;1065.1;26.4;21.4;26.7;24.2;21.6;20.6;83;72;74;225;1.7;0.8;1712235600.0
0.0;933.5;934.0;933.5;2394.2;29.3;20.2;29.4;26.4;22.9;20.0;78;58;58;277;2.8;0.9;1712239200.0
0.0;932.5;933.5;932.5;3322.9;31.4;19.5;31.4;29.0;22.1;19.0;62;49;49;76;3.8;0.5;1712242800.0
0.0;931.2;932.5;931.1;3251.6;31.4;18.2;32.2;30.9;21.0;17.5;55;44;45;228;3.8;1.7;1712246400.0
0.0;929.8;931.2;929.8;2999.4;32.6;17.3;32.8;31.1;20.1;16.3;48;40;40;99;3.8;1.3;1712250000.0
0.0;929.2;929.8;929.1;2561.6;31.9;17.1;33.4;31.9;19.7;16.3;47;37;41;132;3.4;1.0;1712253600.0
18.4;930.2;930.2;929.0;350.2;22.8;19.8;32.3;22.8;22.0;17.3;83;41;83;309;6.5;2.3;1712257200.0
62.0;931.3;931.4;930.1;18.2;21.8;20.5;22.8;20.5;20.6;18.7;93;84;93;334;9.8;1.4;1712260800.0
1.6;931.3;931.7;930.7;8.0;21.9;20.7;21.9;21.5;20.7;20.3;93;93;93;312;7.3;0.4;1712264400.0
0.0;933.0;933.0;932.2;39.5;21.4;20.3;21.4;21.2;20.3;20.1;94;94;94;189;3.4;0.6;1712311200.0
0.0;933.7;933.7;933.0;344.1;21.8;20.7;22.0;21.3;20.9;20.3;94;94;94;142;2.2;0.5;1712314800.0
0.0;934.3;934.4;933.7;711.8;23.0;21.5;23.1;21.8;21.7;20.7;93;91;91;155;2.2;0.6;1712318400.0
0.0;934.4;934.4;934.2;1264.2;25.3;22.0;25.4;23.0;22.5;21.2;91;81;82;222;1.9;0.1;1712322000.0
0.0;934.1;934.4;934.1;1865.9;27.9;22.0;27.9;25.1;22.9;20.9;83;68;70;196;2.7;0.1;1712325600.0
0.0;933.1;934.1;933.1;2000.2;28.2;20.6;28.8;27.8;22.8;20.6;72;63;64;77;5.2;1.0;1712329200.0
0.0;932.4;933.2;932.4;1692.8;27.4;20.7;28.2;25.5;22.6;18.7;78;59;67;78;6.7;2.3;1712332800.0
0.0;931.2;932.4;931.1;3067.8;28.1;20.8;30.8;27.4;20.8;17.7;66;46;64;308;5.3;1.5;1712336400.0
0.0;930.6;931.2;930.6;1012.1;25.7;20.9;29.1;25.7;21.4;19.8;75;59;75;250;4.2;1.1;1712340000.0
0.0;930.1;930.6;930.1;560.9;26.5;20.7;26.5;25.6;21.3;20.2;77;70;70;263;3.5;0.1;1712343600.0
0.0;930.0;930.1;929.9;344.9;25.7;20.6;26.7;25.7;20.6;19.5;74;65;74;332;1.0;0.0;1712347200.0
0.0;930.4;930.4;930.0;109.2;24.8;20.5;25.7;24.8;20.9;19.9;77;72;77;295;1.7;0.1;1712350800.0
0.0;932.1;932.1;931.1;60.2;21.3;19.9;21.3;20.4;19.9;19.1;92;91;92;98;1.5;0.0;1712397600.0
0.0;933.0;933.0;932.1;310.9;24.8;19.6;25.7;21.3;20.9;19.6;92;73;73;102;2.1;0.4;1712401200.0
0.0;933.4;933.4;933.1;1671.9;26.8;21.2;26.9;24.6;21.9;19.5;77;69;71;248;1.5;0.3;1712404800.0
0.0;933.5;933.6;933.4;2386.1;29.0;21.5;29.2;26.6;21.8;19.8;72;60;64;172;2.1;1.0;1712408400.0
0.0;933.1;933.6;933.1;1654.7;28.1;20.9;30.0;28.1;22.0;20.0;67;57;65;44;2.7;0.5;1712412000.0
0.0;932.0;933.1;932.0;1351.8;28.9;21.0;29.4;26.6;22.7;19.4;74;57;62;337;4.7;0.1;1712415600.0
0.0;930.8;932.0;930.8;2576.8;32.3;20.6;32.3;28.8;21.6;18.1;65;46;50;182;3.0;0.8;1712419200.0
0.0;929.6;930.8;929.6;2237.7;31.6;19.1;32.9;29.4;22.2;18.4;60;43;47;27;5.2;1.4;1712422800.0
0.2;928.8;929.6;928.8;2699.2;32.0;19.0;33.2;31.5;20.9;18.5;50;42;46;303;3.5;0.6;1712426400.0
0.0;928.6;928.8;928.6;1318.2;30.3;20.5;31.9;29.9;21.2;17.8;57;45;56;325;5.2;1.1;1712430000.0
0.0;929.0;929.0;928.6;698.0;28.3;20.8;30.8;28.3;20.8;19.4;64;52;64;333;4.0;0.7;1712433600.0
0.0;929.6;929.7;929.0;107.9;27.2;20.0;28.4;27.2;21.0;20.0;66;61;65;67;4.2;1.7;1712437200.0
0.0;933.1;933.1;932.6;77.3;22.3;20.9;22.3;22.0;20.9;20.6;92;92;92;177;2.2;0.3;1712484000.0
0.0;933.6;933.6;933.1;302.6;24.9;21.2;25.3;22.3;22.1;20.9;92;79;80;104;1.3;0.5;1712487600.0
0.0;933.7;933.7;933.5;1586.7;26.9;20.7;27.9;24.9;22.0;20.3;80;67;69;1;3.3;1.3;1712491200.0
0.0;933.8;934.0;933.7;1961.3;28.2;20.1;29.3;26.9;22.1;19.4;70;59;62;10;3.7;1.0;1712494800.0
0.0;933.2;933.8;933.2;2948.0;29.6;20.7;30.7;28.2;21.8;19.3;64;54;59;37;4.8;1.3;1712498400.0
0.0;932.1;933.2;932.1;2597.3;30.6;19.1;31.0;28.4;21.5;18.3;60;49;50;63;5.5;2.0;1712502000.0
0.0;931.3;932.1;931.3;2715.0;31.2;19.4;31.9;29.6;20.8;18.1;55;45;50;81;5.1;1.9;1712505600.0
0.0;930.1;931.3;930.1;1904.6;31.1;18.8;31.9;29.7;19.8;17.8;53;44;48;59;4.9;1.9;1712509200.0
0.0;929.3;930.1;929.3;2108.5;31.4;17.9;32.5;30.8;19.5;17.0;50;40;45;72;5.0;1.6;1712512800.0
0.0;929.4;929.5;929.2;987.6;30.8;19.1;31.6;30.0;19.2;17.8;52;45;50;77;5.1;0.8;1712516400.0
0.0;929.9;929.9;929.4;643.8;27.8;21.5;31.5;27.8;21.5;17.3;68;44;68;312;3.4;0.8;1712520000.0
0.0;930.7;930.7;929.9;61.2;26.9;21.3;27.8;26.9;21.6;21.1;72;68;72;309;3.3;0.3;1712523600.0
0.0;932.9;933.0;932.5;71.3;21.3;20.2;21.3;20.7;20.2;19.6;93;93;93;105;1.7;0.5;1712570400.0
0.0;933.0;933.1;932.9;369.0;23.6;20.8;23.9;21.3;21.8;20.2;93;84;84;157;1.9;0.7;1712574000.0
0.0;933.5;933.5;933.0;1314.3;25.9;19.3;26.0;23.6;21.2;18.6;84;65;67;108;2.9;0.8;1712577600.0
0.0;933.0;933.5;933.0;2143.5;28.2;18.7;28.5;25.9;20.7;18.0;71;54;56;23;6.2;0.9;1712581200.0
0.0;932.5;933.0;932.5;2809.0;28.9;18.5;30.3;27.4;19.6;17.8;60;49;53;9;4.8;1.3;1712584800.0
0.0;932.2;932.5;932.2;2288.2;29.9;18.8;30.5;28.4;19.9;18.0;57;49;52;45;4.1;1.2;1712588400.0
0.0;931.1;932.2;931.1;3151.9;30.7;19.6;31.1;29.6;20.4;17.9;55;47;52;7;5.2;1.4;1712592000.0
0.0;930.3;931.1;930.3;2580.6;31.1;19.7;31.6;29.4;21.0;18.2;56;46;51;347;5.3;2.1;1712595600.0
0.0;929.7;930.3;929.7;2591.0;31.4;19.0;32.1;30.6;20.6;17.8;53;45;48;328;5.3;1.6;1712599200.0
0.0;929.3;929.7;929.3;1644.5;31.2;19.2;31.5;29.7;20.5;18.3;55;47;49;328;4.5;0.8;1712602800.0
0.0;929.0;929.3;929.0;851.1;29.2;19.3;31.1;29.2;19.8;18.3;55;48;55;12;2.9;0.8;1712606400.0
0.0;929.6;929.6;929.0;96.5;27.3;20.3;29.2;27.3;20.3;19.2;66;55;66;356;2.8;0.4;1712610000.0
0.0;932.5;932.5;931.9;133.3;22.7;20.5;22.7;21.1;20.5;19.2;90;87;88;322;0.5;0.0;1712656800.0
0.0;933.5;933.5;932.5;704.0;26.0;19.2;27.1;22.6;20.9;19.1;88;64;66;1;3.5;1.4;1712660400.0
0.0;934.0;934.0;933.5;1552.1;27.1;19.3;27.2;25.6;20.4;19.0;70;62;62;349;3.8;1.3;1712664000.0
0.0;934.0;934.1;933.9;2349.3;28.8;19.4;29.0;26.7;20.7;18.7;65;55;57;32;3.2;0.9;1712667600.0
0.0;933.5;934.0;933.5;2840.7;29.8;19.1;30.7;28.3;21.8;18.6;61;52;53;330;3.6;1.1;1712671200.0
0.0;932.6;933.5;932.6;2196.0;30.0;20.2;30.9;29.0;21.8;18.6;59;49;56;334;3.6;1.5;1712674800.0
0.0;931.4;932.6;931.4;2611.5;30.4;19.7;31.9;29.9;21.8;18.1;57;45;53;320;4.2;1.4;1712678400.0
0.0;930.4;931.4;930.4;2111.1;31.2;19.2;31.7;30.2;20.3;18.3;54;46;49;323;4.4;1.4;1712682000.0
0.0;929.4;930.4;929.3;2462.8;32.0;18.4;33.1;31.1;20.6;17.1;53;41;45;334;3.9;1.2;1712685600.0
0.0;928.7;929.4;928.6;1834.9;32.2;18.7;33.3;30.5;19.7;17.4;51;40;45;8;3.7;1.1;1712689200.0
0.0;928.9;928.9;928.5;860.9;29.8;18.5;32.7;29.8;19.1;17.6;52;42;51;360;3.1;0.4;1712692800.0
0.0;929.8;929.8;928.9;68.7;26.4;18.8;29.7;26.4;20.1;18.5;67;51;63;118;7.8;1.0;1712696400.0
0.0;932.0;932.0;931.4;53.7;21.5;20.0;21.5;21.2;20.1;19.9;93;92;92;151;2.4;1.0;1712743200.0
0.0;932.5;932.5;931.9;392.0;22.6;20.6;22.6;21.5;20.7;20.0;92;88;88;98;2.3;0.6;1712746800.0
0.0;933.1;933.1;932.5;1174.3;24.6;20.1;24.9;22.6;21.5;19.8;88;75;76;155;4.4;2.2;1712750400.0
0.0;933.0;933.2;933.0;2029.1;27.0;20.4;27.3;24.6;20.7;19.7;77;65;67;113;5.3;1.5;1712754000.0
0.0;932.3;933.0;932.3;1886.5;28.6;20.9;28.6;26.6;21.0;19.9;69;61;63;131;4.1;1.5;1712757600.0
0.0;931.3;932.3;931.3;1582.9;28.8;20.6;28.9;28.1;21.2;19.8;64;60;61;45;4.4;0.8;1712761200.0
0.0;930.2;931.3;930.2;1769.6;29.3;20.4;30.1;28.7;21.5;19.6;63;56;59;252;3.5;0.6;1712764800.0
0.0;929.1;930.2;929.1;1724.2;30.3;20.4;30.5;29.3;21.9;20.1;63;55;55;202;3.5;0.8;1712768400.0
0.0;928.0;929.0;928.0;2356.2;30.9;19.7;31.6;30.2;21.9;18.8;61;48;52;104;3.4;1.7;1712772000.0
2.2;928.5;928.6;928.0;370.6;22.9;19.4;31.1;22.9;20.2;19.1;81;51;81;355;9.7;4.1;1712775600.0
24.6;929.1;929.2;928.5;50.8;21.9;20.5;22.9;21.2;20.5;19.2;92;81;92;234;9.7;0.5;1712779200.0
1.6;930.2;930.2;929.0;12.6;21.8;20.6;22.1;21.8;20.9;20.5;93;92;93;264;3.5;0.7;1712782800.0
0.0;933.0;933.0;932.1;51.2;22.0;20.9;22.0;21.2;20.9;20.1;93;93;93;324;1.0;0.1;1712829600.0
0.0;933.5;933.5;933.0;512.4;23.0;21.8;23.0;22.0;21.8;20.9;93;93;93;1;1.6;0.0;1712833200.0
0.0;933.8;933.9;933.5;1083.2;25.0;21.4;25.0;23.1;22.2;20.7;93;80;80;303;1.7;0.1;1712836800.0
0.0;933.7;933.9;933.7;1898.5;27.3;20.3;27.3;25.0;22.1;19.8;81;66;66;260;1.6;0.2;1712840400.0
0.0;932.8;933.7;932.8;2842.5;27.9;19.9;28.5;27.0;21.4;18.8;69;59;62;151;2.6;0.9;1712844000.0
0.0;932.1;932.8;932.1;2795.3;28.7;18.8;30.0;27.9;21.0;18.7;64;51;55;54;2.1;0.4;1712847600.0
0.0;931.6;932.1;931.6;2060.9;29.5;21.5;29.9;28.3;21.5;17.8;64;52;62;229;2.6;1.1;1712851200.0
0.0;930.6;931.6;930.6;2194.4;29.7;19.4;31.4;28.7;21.5;18.6;63;47;54;19;3.4;1.1;1712854800.0
0.0;929.5;930.6;929.5;2337.7;31.7;18.1;32.3;29.6;21.0;18.1;57;43;44;113;3.4;1.5;1712858400.0
0.0;929.2;929.5;929.2;2066.1;29.4;19.3;32.7;29.3;20.6;18.0;56;42;55;71;6.7;3.3;1712862000.0
0.0;929.6;929.7;929.2;599.7;28.0;19.8;29.4;28.0;20.2;19.2;62;54;61;71;6.8;1.5;1712865600.0
0.0;930.0;930.0;929.6;33.9;26.1;19.6;28.0;26.1;19.9;19.1;67;60;67;276;3.2;0.2;1712869200.0
0.0;932.9;932.9;932.2;55.8;21.5;20.3;21.6;21.0;20.4;19.8;93;93;93;225;1.2;0.1;1712916000.0
0.0;933.6;933.6;932.9;313.4;23.0;21.2;23.0;21.5;21.4;20.2;93;90;90;123;1.9;0.5;1712919600.0
0.0;933.8;933.8;933.6;580.4;24.3;21.7;24.3;23.0;21.7;21.0;90;85;86;138;2.3;0.7;1712923200.0
0.0;933.9;934.0;933.8;1692.5;27.0;21.0;27.3;24.3;22.6;21.0;86;69;70;121;3.2;1.3;1712926800.0
0.0;933.0;933.9;933.0;2623.1;30.2;21.2;30.5;27.0;22.3;19.9;72;55;59;123;3.5;1.3;1712930400.0
1.6;932.4;933.0;932.4;825.7;24.2;21.6;30.2;23.8;21.6;19.1;86;57;86;95;6.3;3.0;1712934000.0
0.2;932.4;932.5;932.1;1039.5;25.4;20.6;25.5;24.2;21.5;20.4;86;74;75;338;6.2;1.4;1712937600.0
0.0;931.5;932.4;931.5;2625.3;27.8;20.4;28.4;25.2;22.9;19.3;76;58;64;318;4.6;0.7;1712941200.0
0.0;931.4;931.5;931.3;1317.9;27.1;20.6;28.7;26.1;20.9;19.2;70;59;68;105;6.7;2.2;1712944800.0
0.0;930.3;931.4;930.3;1141.5;26.8;19.9;27.8;26.2;20.8;19.9;70;64;66;86;6.3;1.9;1712948400.0
0.0;930.7;930.7;930.1;448.4;25.9;19.9;27.3;25.9;20.4;19.2;70;64;70;109;4.8;2.1;1712952000.0
0.0;931.4;931.4;930.7;81.5;24.8;20.3;25.9;24.8;20.3;19.8;76;69;76;107;5.0;1.8;1712955600.0
0.0;933.3;933.3;932.6;49.1;22.7;21.1;22.7;22.4;21.1;20.9;91;91;91;107;2.3;1.1;1713002400.0
0.0;933.8;933.8;933.3;328.4;23.4;21.1;23.4;22.7;21.3;21.0;91;87;87;156;2.3;0.7;1713006000.0
0.0;934.0;934.1;933.8;1290.6;27.7;20.8;27.7;23.5;21.6;20.3;87;66;66;106;3.6;1.4;1713009600.0
0.0;934.0;934.1;934.0;2398.3;29.1;18.5;29.1;27.7;21.4;18.2;68;52;53;91;8.6;3.0;1713013200.0
0.0;933.6;934.0;933.6;2836.4;30.2;18.9;30.2;28.8;19.7;17.9;55;49;51;80;6.4;2.0;1713016800.0
0.0;932.8;933.6;932.8;3038.0;30.8;18.3;30.8;29.7;19.4;17.4;53;46;47;81;6.3;2.7;1713020400.0
0.0;931.8;932.8;931.8;3176.7;31.2;17.5;31.8;30.3;19.5;17.5;50;43;44;56;6.8;2.0;1713024000.0
0.0;931.1;931.8;931.1;2301.9;30.5;16.8;31.6;30.0;18.9;16.3;50;42;44;53;5.9;2.3;1713027600.0
0.0;929.9;931.1;929.9;2490.9;31.4;16.1;31.9;30.5;18.1;15.4;46;38;40;50;6.6;2.1;1713031200.0
0.0;929.4;930.0;929.4;1804.2;30.9;16.9;32.4;30.9;17.5;15.6;44;37;43;83;6.5;3.0;1713034800.0
0.0;929.4;929.4;929.3;861.3;29.7;17.7;31.0;29.7;17.9;16.6;49;43;48;98;6.3;2.9;1713038400.0
0.0;929.9;929.9;929.4;50.6;26.8;18.7;29.7;26.7;18.7;17.6;61;48;61;62;6.2;0.6;1713042000.0
0.0;932.8;932.8;932.0;78.6;20.8;19.4;20.9;20.1;19.4;18.7;92;91;92;221;1.2;0.0;1713088800.0
0.0;933.5;933.5;932.8;586.9;24.0;19.8;24.3;20.8;20.7;19.4;92;77;77;202;1.5;0.3;1713092400.0
0.0;934.1;934.1;933.6;1293.8;26.4;19.6;27.3;24.2;20.5;18.7;78;63;66;215;1.9;0.4;1713096000.0
0.0;933.8;934.1;933.8;1969.6;28.4;18.7;28.7;26.1;20.6;18.7;67;56;56;32;4.2;1.4;1713099600.0
0.0;933.1;933.8;933.1;2741.7;29.4;18.7;30.1;28.2;20.5;17.4;61;48;53;10;6.1;1.4;1713103200.0
0.0;932.2;933.1;932.2;2751.3;29.5;18.1;31.1;29.1;19.8;17.2;55;45;50;57;6.4;1.4;1713106800.0
0.0;931.4;932.2;931.4;2974.3;29.5;17.7;32.0;29.4;19.5;16.5;52;41;49;26;5.1;1.1;1713110400.0
0.0;930.5;931.4;930.5;1498.0;29.3;18.8;31.9;29.2;18.8;16.6;53;42;53;20;4.7;0.5;1713114000.0
0.0;929.5;930.5;929.5;2011.0;31.9;16.9;32.7;28.7;19.1;15.9;56;37;41;48;3.2;0.8;1713117600.0
0.0;928.8;929.5;928.8;955.5;31.6;17.1;31.9;29.7;17.5;15.8;47;40;42;87;4.0;1.3;1713121200.0
0.0;928.7;928.9;928.7;737.7;29.8;16.1;31.8;29.8;17.0;15.1;44;37;44;79;4.9;1.7;1713124800.0
0.0;928.9;928.9;928.7;47.8;27.2;17.7;29.8;27.2;17.8;16.2;56;44;56;51;3.9;0.6;1713128400.0
0.0;932.6;932.6;931.9;58.4;20.8;19.3;20.8;20.1;19.3;18.6;91;91;91;153;0.0;0.0;1713175200.0
0.0;933.1;933.1;932.6;448.0;25.2;19.2;25.2;20.9;20.2;19.1;91;70;70;246;2.3;0.2;1713178800.0
0.0;933.3;933.3;933.1;1465.1;28.0;18.3;28.4;25.0;19.5;17.7;69;53;56;50;4.7;1.7;1713182400.0
0.0;933.4;933.5;933.3;2364.3;29.1;18.5;29.7;27.9;20.0;17.7;58;51;53;73;6.1;2.4;1713186000.0
0.0;933.0;933.4;933.0;2849.3;29.8;17.2;30.4;28.7;19.6;17.2;53;47;47;52;7.1;2.2;1713189600.0
0.0;932.2;933.0;932.2;3113.4;30.7;17.5;30.7;29.7;18.8;16.5;51;43;45;73;6.9;3.1;1713193200.0
0.0;931.2;932.2;931.2;3085.5;30.9;16.7;31.9;30.2;18.8;15.7;48;38;42;77;6.3;2.3;1713196800.0
0.0;930.5;931.2;930.5;2674.5;31.7;16.6;32.1;31.0;18.0;16.1;45;39;40;94;6.3;2.3;1713200400.0
0.0;929.8;930.5;929.8;1535.3;31.7;16.4;32.1;30.2;17.5;15.7;44;38;40;82;5.8;2.3;1713204000.0
0.0;929.5;929.8;929.5;852.3;29.6;16.4;31.8;29.6;16.7;15.4;45;38;45;73;5.2;1.5;1713207600.0
0.0;929.4;929.5;929.3;656.4;29.8;16.7;30.9;29.2;17.6;16.1;48;41;45;72;4.5;1.7;1713211200.0
0.0;929.6;929.6;929.4;58.0;27.1;17.7;29.8;27.1;17.8;16.6;57;45;56;67;4.5;1.0;1713214800.0
0.0;934.2;934.3;933.8;96.7;21.9;19.1;21.9;21.1;19.1;18.3;85;84;84;162;1.2;0.3;1713261600.0
0.0;934.6;934.6;934.2;399.2;26.2;19.0;26.3;21.9;19.3;18.7;84;65;65;98;2.6;0.7;1713265200.0
0.0;934.8;934.8;934.6;1387.0;28.1;19.0;28.3;26.3;19.4;18.3;64;56;58;79;5.5;1.8;1713268800.0
