PRECIPITACAO_TOTAL;PRESSAO_ATMOSFERICA_NIVEL_ESTACAO;PRESSAO_ATMOSFERICA_MAX_HORA_ANT;PRESSAO_ATMOSFERICA_MIN_HORA_ANT;RADIACAO;TEMPERATURA_AR;TEMPERATURA_PONTO_ORVALHO;TEMPERATURA_MAXIMA_HORA_ANT;TEMPERATURA_MINIMA_HORA_ANT;TEMPERATURA_ORVALHO_MAX_HORA_ANT;TEMPERATURA_ORVALHO_MIN_HORA_ANT;UMIDADE_REL_MAX_HORA_ANT;UMIDADE_REL_MIN_HORA_ANT;UMIDADE_RELATIVA_AR_HORARIA;VENTO_DIRECAO_HORARIA;VENTO_RAJADA_MAXIMA;VENTO_VELOCIDADE_HORARIA;DATA_HORA
0.0;931.1;931.1;930.4;7.9;21.6;19.7;22.0;21.6;20.3;19.7;90;88;89;299;1.6;0.0;1704099600.0
0.0;931.5;931.6;931.1;298.6;22.5;20.1;22.5;21.5;20.2;19.7;90;86;86;326;1.1;0.2;1704103200.0
0.0;931.7;931.7;931.5;1260.7;24.8;19.5;25.1;22.5;20.5;19.5;86;72;72;347;2.5;0.9;1704106800.0
0.0;932.3;932.3;931.7;1657.8;26.1;19.9;26.5;25.3;20.8;19.1;74;66;69;316;3.8;1.0;1704110400.0
0.0;932.3;932.5;932.3;2228.9;28.2;20.5;28.2;26.1;20.7;18.9;70;58;63;323;4.2;2.0;1704114000.0
0.0;931.5;932.3;931.5;2714.8;28.8;19.1;28.8;27.5;21.4;17.7;65;53;56;282;5.0;1.1;1704117600.0
0.0;930.9;931.5;930.9;2040.7;28.6;19.3;28.8;27.9;20.5;18.3;62;54;57;244;5.6;1.3;1704121200.0
0.0;929.9;930.9;929.9;2006.9;29.3;17.8;29.7;28.2;20.3;17.6;60;49;50;259;4.2;0.8;1704124800.0
0.0;928.6;929.9;928.6;3282.0;31.2;18.8;31.2;29.3;19.9;16.2;55;43;48;251;3.7;1.1;1704128400.0
0.0;927.4;928.6;927.4;2122.0;30.0;19.5;31.3;29.5;19.6;16.2;55;42;53;185;3.9;1.4;1704132000.0
0.0;927.2;927.4;927.2;1138.2;29.0;19.8;30.2;29.0;19.9;18.5;58;50;58;117;4.1;1.1;1704135600.0
0.0;926.7;927.2;926.7;483.3;28.8;18.7;29.1;28.5;19.9;18.6;59;54;55;103;2.6;1.1;1704139200.0
0.0;927.1;927.1;926.6;188.7;26.7;19.9;28.8;26.7;20.6;18.8;67;55;67;284;3.6;0.6;1704142800.0
0.2;928.0;928.0;927.1;38.9;23.8;21.0;26.7;23.8;21.1;19.8;85;67;84;270;4.8;0.6;1704146400.0
0.0;930.0;930.1;929.3;5.8;20.9;19.7;20.9;20.6;19.8;19.5;93;93;93;268;1.4;0.1;1704186000.0
0.0;930.0;930.2;930.0;173.8;21.2;20.1;21.3;20.8;20.1;19.7;93;93;93;347;2.2;0.5;1704189600.0
0.0;930.2;930.2;929.9;883.5;22.8;20.6;23.1;21.2;21.5;20.0;93;87;87;330;2.4;0.8;1704193200.0
0.0;930.3;930.4;930.2;1157.2;24.4;20.5;24.4;22.7;21.2;19.8;87;77;79;325;3.4;1.3;1704196800.0
0.0;930.4;930.5;930.3;1862.7;26.8;20.7;26.8;24.4;21.9;19.5;79;67;69;324;3.4;1.1;1704200400.0
0.0;930.0;930.4;930.0;1700.2;27.4;20.9;27.4;26.6;21.1;19.5;70;64;67;301;4.0;1.0;1704204000.0
0.0;929.0;930.0;929.0;2316.1;28.4;19.7;29.1;27.1;21.6;19.6;68;58;59;260;4.2;1.4;1704207600.0
0.0;928.2;929.0;928.2;2605.9;28.5;19.8;30.1;28.2;21.3;19.3;64;54;59;223;4.8;2.1;1704211200.0
0.0;927.2;928.2;927.2;2463.2;29.3;19.5;31.2;28.5;21.9;18.1;64;47;56;306;3.9;1.4;1704214800.0
0.0;926.4;927.3;926.4;2538.8;30.3;19.0;31.2;29.2;20.9;19.0;59;50;51;237;4.7;2.1;1704218400.0
0.0;925.9;926.4;925.8;2102.2;29.7;19.2;31.6;29.7;21.0;18.6;59;47;54;248;5.3;0.8;1704222000.0
0.0;925.5;925.9;925.4;1563.7;30.8;19.3;31.7;29.2;20.6;17.7;59;46;50;262;4.3;1.0;1704225600.0
0.0;925.8;925.8;925.4;450.3;28.1;18.9;30.8;28.1;19.9;18.3;58;50;58;260;3.5;0.3;1704229200.0
0.0;927.2;927.2;925.8;36.4;26.1;20.9;28.1;26.1;21.0;18.3;74;56;73;326;5.0;1.5;1704232800.0
0.0;929.0;929.0;928.0;6.4;22.4;20.4;22.4;22.3;20.4;20.2;89;88;89;293;0.9;0.0;1704272400.0
0.0;929.8;929.8;929.0;134.5;23.1;20.7;23.1;22.4;20.9;20.4;89;86;87;340;2.3;0.4;1704276000.0
0.0;930.0;930.0;929.8;364.2;23.8;20.9;23.8;23.0;21.2;20.5;87;83;84;306;3.0;0.6;1704279600.0
0.0;930.2;930.2;930.0;794.2;25.4;21.2;25.4;23.7;21.3;20.5;84;75;78;294;3.2;0.6;1704283200.0
0.0;930.1;930.3;930.1;1348.7;26.6;19.8;27.0;25.0;21.3;19.8;78;66;66;43;3.1;0.6;1704286800.0
0.0;929.8;930.1;929.8;2053.9;27.9;20.1;28.2;26.6;21.1;19.4;69;60;63;8;4.6;1.4;1704290400.0
0.0;929.2;929.9;929.2;3315.1;29.4;20.2;29.8;28.0;21.8;18.0;65;52;58;329;5.9;2.1;1704294000.0
0.0;928.4;929.2;928.4;3635.0;30.9;19.3;31.4;28.8;21.7;18.0;62;47;50;319;5.9;1.7;1704297600.0
0.0;927.3;928.4;927.3;3320.9;30.5;18.7;31.3;30.2;19.8;17.8;53;45;49;344;6.1;2.3;1704301200.0
0.0;926.9;927.3;926.9;2468.2;30.2;19.2;30.9;29.2;21.7;18.1;61;49;52;354;7.5;2.2;1704304800.0
0.0;927.0;927.3;926.8;322.5;25.2;21.2;30.2;25.1;21.6;19.0;81;52;79;289;8.8;1.2;1704308400.0
0.2;926.4;927.1;926.3;352.4;24.9;21.2;25.3;24.8;21.8;20.7;81;76;80;337;4.9;1.0;1704312000.0
0.0;927.5;927.5;926.4;317.9;25.2;21.6;25.2;24.9;21.6;20.8;81;77;81;236;4.3;0.1;1704315600.0
0.0;928.1;928.1;927.5;45.8;24.8;20.5;25.2;24.8;21.8;20.5;82;77;77;333;3.5;1.1;1704319200.0
0.0;929.2;929.2;929.0;3.4;22.6;20.3;23.0;22.6;20.3;20.1;87;84;87;303;2.9;0.2;1704358800.0
0.0;929.7;929.7;929.2;108.4;23.1;20.5;23.1;22.6;20.6;20.3;87;85;85;339;2.7;1.2;1704362400.0
0.0;930.3;930.3;929.7;373.6;23.6;21.3;23.6;23.1;21.3;20.5;87;85;87;334;3.3;1.1;1704366000.0
0.2;931.1;931.1;930.3;838.1;24.9;21.4;24.9;23.6;21.9;20.8;87;81;81;350;4.2;1.5;1704369600.0
0.0;930.8;931.2;930.8;1890.1;27.2;20.4;27.3;24.9;22.1;19.7;83;66;66;339;4.7;1.2;1704373200.0
0.2;930.1;930.8;930.1;2500.2;28.3;20.5;28.3;27.0;21.2;19.6;69;61;63;335;5.5;1.6;1704376800.0
0.0;929.1;930.1;929.1;3672.3;29.3;19.6;30.1;28.1;21.2;18.5;64;52;56;327;6.3;1.5;1704380400.0
0.0;928.5;929.1;928.5;2882.0;30.1;19.5;30.7;29.2;21.2;17.5;60;47;53;276;5.6;1.1;1704384000.0
9.6;928.9;929.0;928.4;733.8;22.4;20.7;30.6;22.4;21.0;19.2;90;50;90;240;10.7;1.7;1704387600.0
1.2;928.8;928.9;928.7;124.0;22.8;21.3;23.0;22.4;21.5;20.8;91;90;91;255;3.8;0.0;1704391200.0
0.8;928.5;929.0;928.5;372.1;23.5;21.9;23.5;22.7;22.0;21.2;91;91;91;352;1.8;0.0;1704394800.0
0.0;928.8;928.9;928.5;407.7;23.7;21.7;23.7;23.2;21.8;21.1;91;87;89;61;1.9;0.3;1704398400.0
0.6;928.9;929.1;928.8;215.7;23.4;21.5;23.9;23.3;21.8;21.4;89;86;89;55;2.6;0.2;1704402000.0
0.0;929.1;929.1;928.8;26.8;22.7;21.2;23.4;22.7;21.5;21.2;91;89;91;304;1.8;0.0;1704405600.0
0.0;929.6;929.7;928.7;3.3;22.0;20.8;22.0;21.7;20.8;20.5;93;93;93;281;2.2;0.1;1704445200.0
0.0;930.2;930.3;929.6;178.3;22.5;21.1;22.6;21.9;21.2;20.7;93;92;92;324;3.5;0.5;1704448800.0
0.0;930.8;931.0;930.3;363.4;22.9;21.0;23.1;22.4;21.4;20.9;92;89;89;330;3.0;0.8;1704452400.0
0.0;931.2;931.3;930.8;1056.3;24.9;21.0;25.2;22.9;21.9;20.8;89;78;79;308;3.2;0.7;1704456000.0
0.0;931.0;931.2;931.0;2320.2;26.6;20.9;26.7;24.8;21.6;20.5;79;70;71;351;5.4;1.7;1704459600.0
0.2;930.7;931.0;930.7;1997.7;26.8;20.7;27.5;25.9;21.7;20.0;73;66;69;351;5.4;1.7;1704463200.0
0.0;930.1;930.7;930.1;2743.7;28.5;21.6;28.5;26.8;21.9;19.8;74;62;66;319;4.8;1.4;1704466800.0
0.0;929.5;930.1;929.5;2658.2;28.9;20.5;30.1;27.7;22.6;19.6;68;56;60;313;5.6;1.6;1704470400.0
0.0;928.5;929.5;928.5;2427.7;30.5;19.9;30.8;27.8;23.2;19.7;70;52;53;252;4.5;1.3;1704474000.0
0.8;928.1;928.5;927.9;1387.6;25.9;21.5;30.4;25.9;21.5;18.8;77;51;77;241;5.3;2.1;1704477600.0
0.6;927.9;928.1;927.8;566.8;24.8;22.0;25.9;24.6;22.8;21.3;85;77;84;3;4.9;1.1;1704481200.0
0.0;928.6;928.6;927.8;376.9;24.3;20.6;25.1;24.3;22.1;20.4;85;78;80;316;6.3;1.6;1704484800.0
0.0;929.2;929.2;928.5;48.8;23.1;19.9;24.3;23.1;20.6;19.7;82;79;82;281;4.9;0.6;1704488400.0
0.8;929.2;929.2;928.9;7.3;22.5;20.6;23.1;22.5;20.6;20.0;89;82;89;249;2.6;0.0;1704492000.0
0.0;930.9;930.9;930.3;5.0;21.9;20.0;22.0;21.7;20.0;19.8;89;88;89;314;3.4;0.7;1704531600.0
0.0;931.5;931.5;930.9;185.3;22.7;20.3;22.8;21.8;20.5;20.0;90;86;86;329;3.0;0.8;1704535200.0
0.0;931.9;931.9;931.4;1103.2;24.1;19.8;24.6;22.7;21.1;19.8;86;77;77;326;4.3;1.2;1704538800.0
0.0;931.7;931.9;931.7;1426.4;25.0;20.4;25.8;23.8;21.6;19.7;80;72;76;333;4.6;1.9;1704542400.0
0.0;931.9;932.0;931.7;2573.1;27.0;20.8;27.0;25.0;21.1;19.2;77;64;69;353;4.9;1.6;1704546000.0
0.0;931.6;931.9;931.6;2773.3;27.8;19.1;28.7;26.7;22.0;19.1;71;59;59;300;4.2;1.2;1704549600.0
0.0;930.6;931.6;930.6;3924.2;30.4;18.8;30.4;27.8;22.2;18.5;65;48;50;118;3.9;1.1;1704553200.0
0.0;930.1;930.6;930.1;2318.9;29.2;19.7;31.2;29.2;21.3;18.4;59;48;57;279;3.7;0.7;1704556800.0
0.0;929.2;930.1;929.2;2977.3;30.8;19.5;32.2;29.1;20.6;17.8;58;45;51;306;4.4;1.2;1704560400.0
0.0;928.1;929.2;928.1;3090.8;31.9;17.2;33.5;30.8;20.5;16.3;54;38;42;351;4.0;1.3;1704564000.0
0.0;927.4;928.1;927.4;2448.0;30.9;17.6;33.4;30.9;19.1;15.2;46;34;45;221;4.6;1.4;1704567600.0
0.0;927.1;927.4;927.0;815.6;30.2;18.0;32.5;30.0;19.2;16.6;53;41;48;274;3.3;0.1;1704571200.0
0.0;927.7;927.7;927.1;270.3;29.6;18.2;30.9;29.4;18.3;17.0;51;43;50;332;2.4;0.2;1704574800.0
0.0;928.9;928.9;927.7;52.4;26.2;20.1;29.6;26.1;20.1;17.6;69;49;69;191;4.5;0.8;1704578400.0
0.0;930.9;930.9;930.3;7.1;20.4;18.7;20.6;20.3;18.7;18.5;90;89;90;293;0.0;0.0;1704618000.0
0.0;931.4;931.4;930.9;253.1;22.0;19.2;22.1;20.4;19.6;18.7;90;84;84;34;1.3;0.0;1704621600.0
0.0;931.8;931.8;931.3;807.4;24.2;19.8;24.4;22.0;20.4;19.1;85;75;77;298;2.1;0.5;1704625200.0
0.0;932.1;932.1;931.8;940.2;25.9;19.9;25.9;24.1;20.4;19.2;78;69;70;307;3.0;0.1;1704628800.0
0.0;931.9;932.2;931.9;1773.7;27.7;19.3;27.9;25.8;21.4;19.3;71;60;60;237;3.1;1.1;1704632400.0
0.0;931.6;932.0;931.6;2864.7;29.9;19.4;30.3;27.7;21.6;18.7;65;50;53;213;4.5;1.1;1704636000.0
0.0;930.7;931.6;930.7;3076.5;29.9;19.8;30.9;29.2;21.1;18.2;59;48;55;240;3.2;0.8;1704639600.0
0.0;929.7;930.7;929.7;2011.3;30.6;19.1;31.8;29.4;20.9;18.3;58;46;50;235;3.7;1.0;1704643200.0
0.0;928.5;929.7;928.5;2053.9;31.1;19.6;32.5;30.4;21.3;17.8;56;43;50;286;3.9;0.3;1704646800.0
2.2;927.8;928.5;927.8;783.1;24.7;20.1;31.1;24.7;22.3;18.2;79;46;75;21;7.4;2.2;1704650400.0
1.4;928.5;928.5;927.5;268.3;24.2;19.9;25.0;23.7;21.2;19.8;85;74;77;217;8.2;1.2;1704654000.0
0.0;928.7;929.0;928.4;386.8;24.1;20.0;24.2;22.2;20.1;18.8;83;77;78;19;12.0;0.6;1704657600.0
0.0;928.6;929.1;928.6;419.6;24.2;19.4;24.6;24.1;20.4;19.1;78;72;75;276;2.0;0.0;1704661200.0
0.0;929.9;930.0;928.4;72.4;23.4;20.4;24.2;23.1;20.4;19.1;83;75;83;57;2.4;1.0;1704664800.0
0.0;930.7;930.7;930.1;3.1;20.8;19.5;20.9;20.7;19.6;19.4;93;92;92;63;1.1;0.0;1704704400.0
0.0;931.2;931.3;930.6;165.6;21.1;19.8;21.2;20.6;19.9;19.3;93;92;92;288;0.4;0.0;1704708000.0
0.0;930.9;931.2;930.7;568.2;22.9;20.9;23.0;21.1;21.1;19.9;92;89;89;280;1.9;0.0;1704711600.0
0.2;931.3;931.3;930.9;770.1;23.8;20.3;24.2;22.9;21.3;20.2;88;80;81;225;2.0;0.2;1704715200.0
0.0;931.5;931.6;931.3;1139.8;25.8;21.1;25.8;23.8;21.5;20.1;82;74;75;284;3.3;0.7;1704718800.0
0.0;931.5;931.8;931.5;1881.8;27.0;21.8;27.2;25.1;22.3;19.9;79;69;73;307;2.9;0.7;1704722400.0
0.0;931.1;931.6;931.1;2216.8;27.7;20.3;28.2;26.7;21.9;19.6;73;61;64;245;3.3;0.5;1704726000.0
0.0;930.5;931.1;930.5;2703.8;29.2;21.0;29.7;27.6;22.4;19.3;69;55;61;327;4.4;1.1;1704729600.0
0.0;929.6;930.6;929.6;2022.5;29.0;20.6;30.4;28.5;21.9;19.6;64;55;61;288;3.7;0.4;1704733200.0
0.0;928.4;929.6;928.4;1890.1;28.3;20.1;31.3;28.3;22.2;18.6;63;49;61;293;3.6;0.9;1704736800.0
0.0;928.7;929.2;928.1;1876.6;23.3;17.3;31.2;23.3;22.5;17.0;69;55;69;99;12.7;3.8;1704740400.0
7.6;929.0;929.1;928.6;238.4;21.0;19.3;23.3;20.5;19.3;17.3;90;69;90;348;12.7;1.2;1704744000.0
0.0;929.2;929.2;928.9;227.2;21.2;19.5;21.4;21.0;19.5;19.3;90;89;90;276;2.8;0.2;1704747600.0
0.0;930.2;930.2;929.2;16.2;21.0;19.2;21.2;20.8;19.5;18.9;90;89;89;5;2.3;0.5;1704751200.0
0.0;932.6;932.9;932.6;0.8;22.1;19.1;22.4;21.8;19.6;18.9;87;81;83;70;3.3;0.6;1704765600.0
0.0;931.6;931.6;930.9;4.5;21.4;19.6;21.8;21.4;20.1;19.6;91;89;89;247;4.0;0.0;1704790800.0
0.0;931.9;931.9;931.6;295.1;22.9;20.5;22.9;21.4;20.6;19.6;90;86;86;284;0.8;0.0;1704794400.0
0.0;933.0;933.0;931.9;1030.9;24.6;19.5;24.6;22.9;20.6;19.4;86;73;73;322;2.4;0.4;1704798000.0
0.2;933.0;933.1;932.9;1443.9;25.9;19.9;26.2;24.5;21.3;19.2;76;69;70;336;4.3;1.4;1704801600.0
0.0;933.0;933.1;933.0;1859.4;27.6;19.5;27.8;25.8;20.9;18.7;70;59;61;360;5.2;1.9;1704805200.0
0.0;933.0;933.1;933.0;2974.8;28.4;19.2;29.1;27.3;20.7;18.2;65;55;58;338;6.0;1.6;1704808800.0
0.0;932.3;933.0;932.3;3795.9;29.9;19.3;30.5;28.2;21.3;18.1;62;51;53;324;5.0;1.9;1704812400.0
0.0;931.4;932.3;931.4;3526.7;30.3;17.9;30.7;29.5;20.6;17.9;57;48;48;326;5.9;2.1;1704816000.0
0.0;930.0;931.4;930.0;3024.6;30.7;19.8;31.3;29.3;21.6;17.6;58;47;52;326;7.4;2.3;1704819600.0
0.0;929.0;930.0;929.0;1876.2;29.9;19.0;31.2;29.6;20.8;18.2;56;48;52;327;5.3;1.6;1704823200.0
0.0;928.4;929.0;928.3;844.3;29.8;19.8;29.9;28.6;20.7;18.4;61;51;55;253;5.4;0.8;1704826800.0
0.0;928.6;928.7;928.3;886.7;27.7;20.1;29.8;27.7;20.4;19.2;63;55;63;271;5.1;1.0;1704830400.0
0.0;929.5;929.6;928.6;442.1;27.0;19.9;27.7;26.9;20.6;19.5;68;62;65;325;5.4;1.6;1704834000.0
0.0;930.3;930.3;929.5;100.5;24.6;18.8;27.0;24.6;19.9;18.4;70;62;70;41;5.4;0.2;1704837600.0
0.0;932.6;932.7;932.0;2.9;21.2;19.2;21.2;21.0;19.4;19.1;90;88;88;15;0.7;0.0;1704877200.0
0.0;933.1;933.1;932.6;221.5;22.5;19.5;22.5;21.2;19.8;19.2;89;84;84;107;2.3;0.5;1704880800.0
0.2;933.0;933.1;932.9;537.7;23.6;19.4;23.6;22.4;19.7;19.1;84;77;78;71;2.6;0.9;1704884400.0
0.0;933.6;933.6;933.0;999.6;24.9;18.6;24.9;23.6;20.0;18.5;78;68;68;84;3.4;1.0;1704888000.0
0.0;933.4;933.7;933.4;1076.8;26.1;19.2;26.2;24.7;19.5;18.3;69;64;65;62;3.0;0.8;1704891600.0
0.0;932.9;933.4;932.9;2030.8;27.3;18.7;27.3;25.7;19.6;18.0;66;58;60;358;3.1;0.5;1704895200.0
0.0;932.1;932.9;932.1;3139.7;28.0;18.1;29.3;27.1;21.1;17.7;64;52;55;63;3.5;1.0;1704898800.0
0.0;931.5;932.1;931.5;3493.7;29.8;19.8;30.1;28.0;20.3;18.0;58;51;55;341;4.8;1.9;1704902400.0
0.0;930.6;931.4;930.5;2832.0;30.8;19.8;30.8;28.8;21.0;18.2;62;51;52;34;4.4;1.4;1704906000.0
1.8;931.4;931.4;930.6;401.0;21.7;19.7;30.7;21.6;19.8;17.9;88;52;88;341;11.3;2.2;1704909600.0
1.0;931.0;931.4;931.0;211.7;22.4;20.6;22.4;21.5;20.6;19.5;90;88;89;301;5.4;0.4;1704913200.0
0.6;930.7;931.0;930.7;273.5;21.9;20.0;22.5;21.8;20.7;19.9;90;89;89;308;3.5;1.0;1704916800.0
0.2;931.0;931.0;930.5;205.6;21.9;20.2;22.0;21.7;20.3;19.8;90;89;90;342;3.5;0.4;1704920400.0
0.0;931.6;931.6;930.9;51.1;21.5;19.8;22.0;21.5;20.3;19.8;90;89;90;311;2.5;0.1;1704924000.0
0.0;932.6;932.6;931.7;6.0;20.8;19.5;20.9;20.6;19.6;19.3;92;92;92;17;0.4;0.0;1704963600.0
0.0;933.2;933.2;932.6;194.8;21.9;20.1;22.0;20.8;20.3;19.5;92;90;90;342;1.2;0.1;1704967200.0
0.0;933.5;933.5;933.2;480.0;23.3;19.9;23.3;21.8;20.4;19.7;90;81;81;343;1.8;0.5;1704970800.0
0.2;933.5;933.6;933.5;1333.7;25.6;20.3;25.7;23.3;21.0;19.4;81;71;72;345;2.5;0.4;1704974400.0
0.0;933.5;933.6;933.5;2171.4;27.0;20.1;27.1;25.2;21.0;19.0;75;62;66;335;4.0;1.5;1704978000.0
0.0;933.3;933.6;933.3;2554.9;28.4;19.7;28.7;26.8;21.2;18.9;70;59;59;267;4.5;0.9;1704981600.0
0.0;932.9;933.3;932.9;2797.2;28.9;21.1;28.9;27.3;21.4;19.2;67;58;63;282;5.3;1.3;1704985200.0
0.0;932.6;933.0;932.6;2568.8;29.1;19.3;29.6;27.5;21.4;18.6;66;55;55;298;5.0;1.2;1704988800.0
0.0;931.2;932.6;931.2;3169.2;30.3;18.9;30.5;28.5;19.8;17.5;60;47;50;320;5.5;0.8;1704992400.0
0.0;929.9;931.2;929.9;2576.0;31.0;20.7;31.3;29.2;20.9;17.3;57;45;54;273;4.1;1.4;1704996000.0
0.0;929.3;929.9;929.3;2744.9;31.8;19.2;31.8;30.0;21.3;17.7;55;44;47;9;6.3;1.0;1704999600.0
0.0;929.1;929.3;929.0;2058.5;30.3;18.3;32.2;30.0;20.5;17.3;54;44;49;295;5.8;1.7;1705003200.0
0.0;929.2;929.3;929.1;689.3;28.3;18.2;30.2;28.3;19.4;18.0;57;49;54;287;5.4;1.2;1705006800.0
0.0;930.0;930.0;929.2;93.9;26.6;19.5;28.3;26.5;20.1;18.4;65;54;65;286;3.7;0.0;1705010400.0
0.0;930.7;930.8;930.3;6.1;21.8;20.2;22.1;21.6;20.5;20.0;91;89;91;231;1.3;0.0;1705050000.0
0.0;930.7;931.0;930.7;379.4;23.6;21.0;23.6;21.8;21.1;20.2;91;85;85;3;1.7;0.1;1705053600.0
0.0;931.0;931.0;930.7;1212.5;26.2;20.9;26.2;23.6;21.4;20.3;85;72;73;324;2.9;0.7;1705057200.0
0.0;931.6;931.6;931.0;1989.2;27.7;20.0;27.7;26.1;21.6;20.0;74;63;63;1;4.1;1.5;1705060800.0
0.0;931.5;931.7;931.5;2659.2;28.8;19.8;29.1;27.7;20.4;18.3;63;53;58;340;4.4;1.0;1705064400.0
0.0;931.1;931.6;931.1;2677.2;30.2;19.3;30.2;28.7;20.6;17.5;61;49;52;342;4.4;1.3;1705068000.0
0.0;930.6;931.2;930.5;3504.7;30.6;17.6;31.4;29.5;20.9;17.2;57;43;46;349;4.9;1.9;1705071600.0
0.0;929.9;930.6;929.9;3447.8;31.9;18.0;32.7;30.3;20.0;16.0;54;40;44;277;6.0;1.3;1705075200.0
0.0;929.1;929.9;929.0;2816.7;31.4;18.1;32.7;30.7;19.9;16.9;49;40;45;1;6.1;2.0;1705078800.0
0.0;928.3;929.1;928.3;2107.0;31.7;18.2;32.3;30.3;20.3;16.4;54;39;45;336;6.1;1.9;1705082400.0
0.0;927.5;928.3;927.4;2497.0;32.5;18.3;33.8;31.2;19.8;16.5;49;38;43;276;5.6;1.5;1705086000.0
0.0;927.3;927.5;927.3;1759.3;32.5;18.4;33.1;31.3;19.4;16.7;47;38;43;276;5.4;1.2;1705089600.0
0.0;927.7;927.7;927.2;447.0;29.6;18.8;32.5;29.6;19.3;17.7;53;42;52;285;5.2;1.1;1705093200.0
0.0;928.6;928.6;927.7;51.4;27.8;19.1;29.5;27.8;19.5;18.7;59;52;59;267;4.3;0.4;1705096800.0
0.0;931.6;931.7;931.1;154.3;24.1;21.4;24.1;23.2;21.6;20.8;87;85;85;152;1.3;0.2;1705140000.0
0.0;932.0;932.0;931.5;693.6;25.6;20.7;25.8;24.1;21.4;20.6;85;74;74;142;2.6;0.8;1705143600.0
0.0;932.4;932.5;932.0;1189.3;27.3;20.5;27.5;25.6;21.1;20.2;75;65;66;118;4.5;1.1;1705147200.0
0.0;932.9;932.9;932.4;1539.9;28.1;20.5;28.3;27.3;21.1;19.8;67;62;63;151;3.0;1.2;1705150800.0
0.0;932.9;933.0;932.8;1521.4;28.8;20.8;28.8;27.6;21.1;20.0;66;62;62;151;4.0;1.9;1705154400.0
0.0;932.0;932.9;932.0;2604.5;29.6;19.9;30.3;28.4;21.8;19.5;63;54;56;75;4.4;2.0;1705158000.0
0.0;931.0;932.0;931.0;3965.3;30.7;18.8;31.9;29.6;21.1;18.3;56;47;49;34;5.1;2.0;1705161600.0
0.0;930.1;931.0;930.1;1846.6;30.4;19.8;31.7;30.1;21.0;18.5;57;48;53;47;5.1;1.2;1705165200.0
0.0;929.2;930.1;929.2;1445.9;29.8;19.4;31.2;29.5;20.7;18.4;55;49;54;55;5.3;1.4;1705168800.0
0.0;929.2;929.2;928.9;1258.7;29.7;18.8;31.1;29.0;20.4;18.0;56;48;52;65;5.4;0.6;1705172400.0
0.0;929.5;929.6;929.2;434.4;26.4;18.9;29.7;26.3;20.4;17.8;63;52;63;238;7.4;0.3;1705176000.0
0.0;930.0;930.1;929.5;218.1;26.1;18.3;27.0;26.1;18.4;17.6;63;57;62;66;3.2;0.7;1705179600.0
0.0;930.2;930.2;929.7;41.0;25.3;19.1;26.1;25.3;19.2;18.1;68;62;68;128;2.6;1.3;1705183200.0
0.0;933.2;933.2;932.3;2.9;21.2;19.3;21.6;21.2;19.5;19.1;89;87;89;31;2.1;0.0;1705222800.0
0.0;933.6;933.6;933.1;347.0;23.0;20.0;23.0;21.2;20.2;19.3;89;83;83;24;1.4;0.1;1705226400.0
0.0;934.1;934.1;933.6;1117.9;26.1;20.0;26.1;23.0;21.1;19.7;83;69;69;318;1.3;0.2;1705230000.0
0.0;934.5;934.5;934.1;900.2;25.7;20.1;27.0;25.6;21.0;19.7;73;66;71;329;4.9;1.7;1705233600.0
0.2;934.9;935.0;934.5;2911.4;26.6;21.1;27.1;25.7;23.4;20.1;83;71;72;248;5.6;2.0;1705237200.0
0.2;935.0;935.0;934.3;474.9;23.9;19.4;26.6;23.9;21.0;18.3;76;67;76;87;5.6;1.5;1705240800.0
0.2;934.0;935.0;934.0;464.9;23.7;20.2;23.9;22.2;20.2;18.1;82;75;81;2;4.4;1.5;1705244400.0
0.0;933.4;934.2;933.4;2339.2;26.1;20.5;26.3;23.5;21.9;19.7;82;68;71;5;7.0;2.5;1705248000.0
0.0;932.9;933.4;932.8;1747.4;25.9;19.5;26.2;24.8;20.0;18.8;72;66;68;342;7.0;2.2;1705251600.0
0.0;932.6;933.0;932.6;1377.7;26.7;19.3;27.4;25.9;20.0;18.6;68;60;64;334;6.3;1.5;1705255200.0
0.0;931.5;932.6;931.5;500.1;26.2;19.7;26.8;26.1;20.8;19.1;72;64;68;144;3.9;0.3;1705258800.0
0.0;932.2;932.2;931.4;277.4;24.7;19.7;26.2;24.7;20.3;19.2;75;66;74;15;3.2;0.0;1705262400.0
0.0;933.2;933.2;932.2;130.0;24.2;19.7;24.9;24.2;20.7;19.6;78;73;76;354;2.2;0.1;1705266000.0
0.2;933.5;933.5;933.1;20.4;23.8;19.5;24.2;23.8;19.9;19.3;78;75;77;343;2.7;0.3;1705269600.0
0.0;934.3;934.3;933.7;5.1;21.3;19.7;21.5;21.3;19.9;19.7;91;90;91;274;1.4;0.0;1705309200.0
0.0;935.2;935.2;934.3;191.8;22.5;20.2;22.5;21.3;20.3;19.7;91;87;87;121;1.8;0.7;1705312800.0
0.0;935.8;935.8;935.2;1017.3;25.2;20.1;25.3;22.5;20.5;19.7;87;72;73;119;2.1;0.9;1705316400.0
0.0;936.0;936.1;935.8;1250.2;25.8;19.4;25.8;24.4;20.6;19.3;78;68;68;165;3.6;1.2;1705320000.0
0.0;936.0;936.1;936.0;1345.2;26.6;19.8;26.8;25.6;20.2;18.8;71;64;66;158;3.9;1.5;1705323600.0
